PROV988;Anuradhapura;Anuradhapura;Anuradhapura;Anuradhapura;Anuradhapura;Anuradhapura;Anuradhapura;Anuradhapura;Anuradhapura;Anuradhapura;Anuradhapura;Anuradhapura;Anuradhapura;x
PROV989;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;Leh;x
PROV990;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;x
PROV991;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;Gilgit;x
PROV992;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;Diskit;x
PROV993;Jirnadurga;Jirnadurga;Jirnadurga;Jirnadurga;Jirnadurga;Jirnadurga;Jirnadurga;Jirnadurga;Jirnadurga;Jirnadurga;Jirnadurga;Jirnadurga;Jirnadurga;x
PROV994;Thatta;Thatta;Thatta;Thatta;Thatta;Thatta;Thatta;Thatta;Thatta;Thatta;Thatta;Thatta;Thatta;x
PROV995;Mansura;Mansura;Mansura;Mansura;Mansura;Mansura;Mansura;Mansura;Mansura;Mansura;Mansura;Mansura;Mansura;x
PROV996;Kolachi;Kolachi;Kolachi;Kolachi;Kolachi;Kolachi;Kolachi;Kolachi;Kolachi;Kolachi;Kolachi;Kolachi;Kolachi;x
PROV997;Navasarika;Navasarika;Navasarika;Navasarika;Navasarika;Navasarika;Navasarika;Navasarika;Navasarika;Navasarika;Navasarika;Navasarika;Navasarika;x
PROV998;Thana;Thana;Thana;Thana;Thana;Thana;Thana;Thana;Thana;Thana;Thana;Thana;Thana;x
PROV999;Alor;Alor;Alor;Alor;Alor;Alor;Alor;Alor;Alor;Alor;Alor;Alor;Alor;x
PROV1000;Ludrava;Ludrava;Ludrava;Ludrava;Ludrava;Ludrava;Ludrava;Ludrava;Ludrava;Ludrava;Ludrava;Ludrava;Ludrava;x
PROV1001;Nagauda;Nagauda;Nagauda;Nagauda;Nagauda;Nagauda;Nagauda;Nagauda;Nagauda;Nagauda;Nagauda;Nagauda;Nagauda;x
PROV1002;Tribhandapura;Tribhandapura;Tribhandapura;Tribhandapura;Tribhandapura;Tribhandapura;Tribhandapura;Tribhandapura;Tribhandapura;Tribhandapura;Tribhandapura;Tribhandapura;Tribhandapura;x
PROV1003;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;x
PROV1004;Devagiri;Devagiri;Devagiri;Devagiri;Devagiri;Devagiri;Devagiri;Devagiri;Devagiri;Devagiri;Devagiri;Devagiri;Devagiri;x
PROV1005;Mathura;Mathura;Mathura;Mathura;Mathura;Mathura;Mathura;Mathura;Mathura;Mathura;Mathura;Mathura;Mathura;x
PROV1006;Ranastambhapura;Ranastambhapura;Ranastambhapura;Ranastambhapura;Ranastambhapura;Ranastambhapura;Ranastambhapura;Ranastambhapura;Ranastambhapura;Ranastambhapura;Ranastambhapura;Ranastambhapura;Ranastambhapura;x
PROV1007;Kanyakubja;Kanyakubja;Kanyakubja;Kanyakubja;Kanyakubja;Kanyakubja;Kanyakubja;Kanyakubja;Kanyakubja;Kanyakubja;Kanyakubja;Kanyakubja;Kanyakubja;x
PROV1008;Kasi;Kasi;Kasi;Kasi;Kasi;Kasi;Kasi;Kasi;Kasi;Kasi;Kasi;Kasi;Kasi;x
PROV1009;Udayapura;Udayapura;Udayapura;Udayapura;Udayapura;Udayapura;Udayapura;Udayapura;Udayapura;Udayapura;Udayapura;Udayapura;Udayapura;x
PROV1010;Gopadri;Gopadri;Gopadri;Gopadri;Gopadri;Gopadri;Gopadri;Gopadri;Gopadri;Gopadri;Gopadri;Gopadri;Gopadri;x
PROV1011;Orugallu;Orugallu;Orugallu;Orugallu;Orugallu;Orugallu;Orugallu;Orugallu;Orugallu;Orugallu;Orugallu;Orugallu;Orugallu;x
PROV1012;Ujjayini;Ujjayini;Ujjayini;Ujjayini;Ujjayini;Ujjayini;Ujjayini;Ujjayini;Ujjayini;Ujjayini;Ujjayini;Ujjayini;Ujjayini;x
PROV1013;Ajayameru;Ajayameru;Ajayameru;Ajayameru;Ajayameru;Ajayameru;Ajayameru;Ajayameru;Ajayameru;Ajayameru;Ajayameru;Ajayameru;Ajayameru;x
PROV1014;Ghazni;Ghazni;Ghazni;Ghazni;Ghazni;Ghazni;Ghazni;Ghazni;Ghazni;Ghazni;Ghazni;Ghazni;Ghazni;x
PROV1015;Purusapura;Purusapura;Purusapura;Purusapura;Purusapura;Purusapura;Purusapura;Purusapura;Purusapura;Purusapura;Purusapura;Purusapura;Purusapura;x
PROV1016;Multan;Multan;Multan;Multan;Multan;Multan;Multan;Multan;Multan;Multan;Multan;Multan;Multan;x
PROV1017;Lahur;Lahur;Lahur;Lahur;Lahur;Lahur;Lahur;Lahur;Lahur;Lahur;Lahur;Lahur;Lahur;x
PROV1018;Dhillika;Dhillika;Dhillika;Dhillika;Dhillika;Dhillika;Dhillika;Dhillika;Dhillika;Dhillika;Dhillika;Dhillika;Dhillika;x
PROV1019;Kabul;Kabul;Kabul;Kabul;Kabul;Kabul;Kabul;Kabul;Kabul;Kabul;Kabul;Kabul;Kabul;x
PROV1020;Kathmandu;Kathmandu;Kathmandu;Kathmandu;Kathmandu;Kathmandu;Kathmandu;Kathmandu;Kathmandu;Kathmandu;Kathmandu;Kathmandu;Kathmandu;x
PROV1021;Quetta;Quetta;Quetta;Quetta;Quetta;Quetta;Quetta;Quetta;Quetta;Quetta;Quetta;Quetta;Quetta;x
PROV1022;Khuzdar;Khuzdar;Khuzdar;Khuzdar;Khuzdar;Khuzdar;Khuzdar;Khuzdar;Khuzdar;Khuzdar;Khuzdar;Khuzdar;Khuzdar;x
PROV1023;Kanthakota;Kanthakota;Kanthakota;Kanthakota;Kanthakota;Kanthakota;Kanthakota;Kanthakota;Kanthakota;Kanthakota;Kanthakota;Kanthakota;Kanthakota;x
PROV1024;Bhrgukaccha;Bhrgukaccha;Bhrgukaccha;Bhrgukaccha;Bhrgukaccha;Bhrgukaccha;Bhrgukaccha;Bhrgukaccha;Bhrgukaccha;Bhrgukaccha;Bhrgukaccha;Bhrgukaccha;Bhrgukaccha;x
PROV1025;Khetaka;Khetaka;Khetaka;Khetaka;Khetaka;Khetaka;Khetaka;Khetaka;Khetaka;Khetaka;Khetaka;Khetaka;Khetaka;x
PROV1026;Valabhi;Valabhi;Valabhi;Valabhi;Valabhi;Valabhi;Valabhi;Valabhi;Valabhi;Valabhi;Valabhi;Valabhi;Valabhi;x
PROV1027;Prayaga;Prayaga;Prayaga;Prayaga;Prayaga;Prayaga;Prayaga;Prayaga;Prayaga;Prayaga;Prayaga;Prayaga;Prayaga;x
PROV1028;Dasapura;Dasapura;Dasapura;Dasapura;Dasapura;Dasapura;Dasapura;Dasapura;Dasapura;Dasapura;Dasapura;Dasapura;Dasapura;x
PROV1029;Kotah;Kotah;Kotah;Kotah;Kotah;Kotah;Kotah;Kotah;Kotah;Kotah;Kotah;Kotah;Kotah;x
PROV1030;Tripuri;Tripuri;Tripuri;Tripuri;Tripuri;Tripuri;Tripuri;Tripuri;Tripuri;Tripuri;Tripuri;Tripuri;Tripuri;x
PROV1031;Mahotsavanagara;Mahotsavanagara;Mahotsavanagara;Mahotsavanagara;Mahotsavanagara;Mahotsavanagara;Mahotsavanagara;Mahotsavanagara;Mahotsavanagara;Mahotsavanagara;Mahotsavanagara;Mahotsavanagara;Mahotsavanagara;x
PROV1032;Pataliputra;Pataliputra;Pataliputra;Pataliputra;Pataliputra;Pataliputra;Pataliputra;Pataliputra;Pataliputra;Pataliputra;Pataliputra;Pataliputra;Pataliputra;x
PROV1033;Uddandapura;Uddandapura;Uddandapura;Uddandapura;Uddandapura;Uddandapura;Uddandapura;Uddandapura;Uddandapura;Uddandapura;Uddandapura;Uddandapura;Uddandapura;x
PROV1034;Kudala Sangama;Kudala Sangama;Kudala Sangama;Kudala Sangama;Kudala Sangama;Kudala Sangama;Kudala Sangama;Kudala Sangama;Kudala Sangama;Kudala Sangama;Kudala Sangama;Kudala Sangama;Kudala Sangama;x
PROV1035;Kollapura;Kollapura;Kollapura;Kollapura;Kollapura;Kollapura;Kollapura;Kollapura;Kollapura;Kollapura;Kollapura;Kollapura;Kollapura;x
PROV1036;Yayatipura;Yayatipura;Yayatipura;Yayatipura;Yayatipura;Yayatipura;Yayatipura;Yayatipura;Yayatipura;Yayatipura;Yayatipura;Yayatipura;Yayatipura;x
PROV1037;Saptagrama;Saptagrama;Saptagrama;Saptagrama;Saptagrama;Saptagrama;Saptagrama;Saptagrama;Saptagrama;Saptagrama;Saptagrama;Saptagrama;Saptagrama;x
PROV1038;Srihatta;Srihatta;Srihatta;Srihatta;Srihatta;Srihatta;Srihatta;Srihatta;Srihatta;Srihatta;Srihatta;Srihatta;Srihatta;x
PROV1039;Cooch Behar;Cooch Behar;Cooch Behar;Cooch Behar;Cooch Behar;Cooch Behar;Cooch Behar;Cooch Behar;Cooch Behar;Cooch Behar;Cooch Behar;Cooch Behar;Cooch Behar;x
PROV1040;Dimapur;Dimapur;Dimapur;Dimapur;Dimapur;Dimapur;Dimapur;Dimapur;Dimapur;Dimapur;Dimapur;Dimapur;Dimapur;x
PROV1041;Kundina;Kundina;Kundina;Kundina;Kundina;Kundina;Kundina;Kundina;Kundina;Kundina;Kundina;Kundina;Kundina;x
PROV1042;Maibang;Maibang;Maibang;Maibang;Maibang;Maibang;Maibang;Maibang;Maibang;Maibang;Maibang;Maibang;Maibang;x
PROV1043;Thandwe;Thandwe;Thandwe;Thandwe;Thandwe;Thandwe;Thandwe;Thandwe;Thandwe;Thandwe;Thandwe;Thandwe;Thandwe;x
PROV1044;Vaisali;Vaisali;Vaisali;Vaisali;Vaisali;Vaisali;Vaisali;Vaisali;Vaisali;Vaisali;Vaisali;Vaisali;Vaisali;x
PROV1045;Khampat;Khampat;Khampat;Khampat;Khampat;Khampat;Khampat;Khampat;Khampat;Khampat;Khampat;Khampat;Khampat;x
PROV1046;Ratnapura;Ratnapura;Ratnapura;Ratnapura;Ratnapura;Ratnapura;Ratnapura;Ratnapura;Ratnapura;Ratnapura;Ratnapura;Ratnapura;Ratnapura;x
PROV1047;Asirgarh;Asirgarh;Asirgarh;Asirgarh;Asirgarh;Asirgarh;Asirgarh;Asirgarh;Asirgarh;Asirgarh;Asirgarh;Asirgarh;Asirgarh;x
PROV1048;Barasuru;Barasuru;Barasuru;Barasuru;Barasuru;Barasuru;Barasuru;Barasuru;Barasuru;Barasuru;Barasuru;Barasuru;Barasuru;x
PROV1049;Vemulavada;Vemulavada;Vemulavada;Vemulavada;Vemulavada;Vemulavada;Vemulavada;Vemulavada;Vemulavada;Vemulavada;Vemulavada;Vemulavada;Vemulavada;x
PROV1050;Suvarnapura;Suvarnapura;Suvarnapura;Suvarnapura;Suvarnapura;Suvarnapura;Suvarnapura;Suvarnapura;Suvarnapura;Suvarnapura;Suvarnapura;Suvarnapura;Suvarnapura;x
PROV1051;Rayapura;Rayapura;Rayapura;Rayapura;Rayapura;Rayapura;Rayapura;Rayapura;Rayapura;Rayapura;Rayapura;Rayapura;Rayapura;x
PROV1052;Khajuravahaka;Khajuravahaka;Khajuravahaka;Khajuravahaka;Khajuravahaka;Khajuravahaka;Khajuravahaka;Khajuravahaka;Khajuravahaka;Khajuravahaka;Khajuravahaka;Khajuravahaka;Khajuravahaka;x
PROV1053;Dullu;Dullu;Dullu;Dullu;Dullu;Dullu;Dullu;Dullu;Dullu;Dullu;Dullu;Dullu;Dullu;x
PROV1054;Vallurapura;Vallurapura;Vallurapura;Vallurapura;Vallurapura;Vallurapura;Vallurapura;Vallurapura;Vallurapura;Vallurapura;Vallurapura;Vallurapura;Vallurapura;x
PROV1055;Mahodayapuram;Mahodayapuram;Mahodayapuram;Mahodayapuram;Mahodayapuram;Mahodayapuram;Mahodayapuram;Mahodayapuram;Mahodayapuram;Mahodayapuram;Mahodayapuram;Mahodayapuram;Mahodayapuram;x
PROV1056;Kochi;Kochi;Kochi;Kochi;Kochi;Kochi;Kochi;Kochi;Kochi;Kochi;Kochi;Kochi;Kochi;x
PROV1057;Asika;Asika;Asika;Asika;Asika;Asika;Asika;Asika;Asika;Asika;Asika;Asika;Asika;x
PROV1058;Sakala;Sakala;Sakala;Sakala;Sakala;Sakala;Sakala;Sakala;Sakala;Sakala;Sakala;Sakala;Sakala;x
PROV1059;Nasikya;Nasikya;Nasikya;Nasikya;Nasikya;Nasikya;Nasikya;Nasikya;Nasikya;Nasikya;Nasikya;Nasikya;Nasikya;x
PROV1060;Karahataka;Karahataka;Karahataka;Karahataka;Karahataka;Karahataka;Karahataka;Karahataka;Karahataka;Karahataka;Karahataka;Karahataka;Karahataka;x
PROV1061;Vaijayanti;Vaijayanti;Vaijayanti;Vaijayanti;Vaijayanti;Vaijayanti;Vaijayanti;Vaijayanti;Vaijayanti;Vaijayanti;Vaijayanti;Vaijayanti;Vaijayanti;x
PROV1062;Gokanna;Gokanna;Gokanna;Gokanna;Gokanna;Gokanna;Gokanna;Gokanna;Gokanna;Gokanna;Gokanna;Gokanna;Gokanna;x
PROV1063;Bagan;Bagan;Bagan;Bagan;Bagan;Bagan;Bagan;Bagan;Bagan;Bagan;Bagan;Bagan;Bagan;x
PROV1064;Kyaukse;Kyaukse;Kyaukse;Kyaukse;Kyaukse;Kyaukse;Kyaukse;Kyaukse;Kyaukse;Kyaukse;Kyaukse;Kyaukse;Kyaukse;x
PROV1065;Pegu;Pegu;Pegu;Pegu;Pegu;Pegu;Pegu;Pegu;Pegu;Pegu;Pegu;Pegu;Pegu;x
PROV1066;Dagon;Dagon;Dagon;Dagon;Dagon;Dagon;Dagon;Dagon;Dagon;Dagon;Dagon;Dagon;Dagon;x
PROV1067;Martaban;Martaban;Martaban;Martaban;Martaban;Martaban;Martaban;Martaban;Martaban;Martaban;Martaban;Martaban;Martaban;x
PROV1068;Thaton;Thaton;Thaton;Thaton;Thaton;Thaton;Thaton;Thaton;Thaton;Thaton;Thaton;Thaton;Thaton;x
PROV1069;Hariphunchai;Hariphunchai;Hariphunchai;Hariphunchai;Hariphunchai;Hariphunchai;Hariphunchai;Hariphunchai;Hariphunchai;Hariphunchai;Hariphunchai;Hariphunchai;Hariphunchai;x
PROV1070;Lavodapura;Lavodapura;Lavodapura;Lavodapura;Lavodapura;Lavodapura;Lavodapura;Lavodapura;Lavodapura;Lavodapura;Lavodapura;Lavodapura;Lavodapura;x
PROV1071;U Thong;U Thong;U Thong;U Thong;U Thong;U Thong;U Thong;U Thong;U Thong;U Thong;U Thong;U Thong;U Thong;x
PROV1072;Ratchaburi;Ratchaburi;Ratchaburi;Ratchaburi;Ratchaburi;Ratchaburi;Ratchaburi;Ratchaburi;Ratchaburi;Ratchaburi;Ratchaburi;Ratchaburi;Ratchaburi;x
PROV1073;Phetchaburi;Phetchaburi;Phetchaburi;Phetchaburi;Phetchaburi;Phetchaburi;Phetchaburi;Phetchaburi;Phetchaburi;Phetchaburi;Phetchaburi;Phetchaburi;Phetchaburi;x
PROV1074;Nakhon Pathom;Nakhon Pathom;Nakhon Pathom;Nakhon Pathom;Nakhon Pathom;Nakhon Pathom;Nakhon Pathom;Nakhon Pathom;Nakhon Pathom;Nakhon Pathom;Nakhon Pathom;Nakhon Pathom;Nakhon Pathom;x
PROV1075;Chaiya;Chaiya;Chaiya;Chaiya;Chaiya;Chaiya;Chaiya;Chaiya;Chaiya;Chaiya;Chaiya;Chaiya;Chaiya;x
PROV1076;Nakhon Si Thammarat;Nakhon Si Thammarat;Nakhon Si Thammarat;Nakhon Si Thammarat;Nakhon Si Thammarat;Nakhon Si Thammarat;Nakhon Si Thammarat;Nakhon Si Thammarat;Nakhon Si Thammarat;Nakhon Si Thammarat;Nakhon Si Thammarat;Nakhon Si Thammarat;Nakhon Si Thammarat;x
PROV1077;Kedaram;Kedaram;Kedaram;Kedaram;Kedaram;Kedaram;Kedaram;Kedaram;Kedaram;Kedaram;Kedaram;Kedaram;Kedaram;x
PROV1078;Wiang-jun;Wiang-jun;Wiang-jun;Wiang-jun;Wiang-jun;Wiang-jun;Wiang-jun;Wiang-jun;Wiang-jun;Wiang-jun;Wiang-jun;Wiang-jun;Wiang-jun;x
PROV1079;Si Thep;Si Thep;Si Thep;Si Thep;Si Thep;Si Thep;Si Thep;Si Thep;Si Thep;Si Thep;Si Thep;Si Thep;Si Thep;x
PROV1080;Phimai;Phimai;Phimai;Phimai;Phimai;Phimai;Phimai;Phimai;Phimai;Phimai;Phimai;Phimai;Phimai;x
PROV1081;Angkor Wat;Angkor Wat;Angkor Wat;Angkor Wat;Angkor Wat;Angkor Wat;Angkor Wat;Angkor Wat;Angkor Wat;Angkor Wat;Angkor Wat;Angkor Wat;Angkor Wat;x
PROV1082;Banteay Srei;Banteay Srei;Banteay Srei;Banteay Srei;Banteay Srei;Banteay Srei;Banteay Srei;Banteay Srei;Banteay Srei;Banteay Srei;Banteay Srei;Banteay Srei;Banteay Srei;x
PROV1083;Hariharalaya;Hariharalaya;Hariharalaya;Hariharalaya;Hariharalaya;Hariharalaya;Hariharalaya;Hariharalaya;Hariharalaya;Hariharalaya;Hariharalaya;Hariharalaya;Hariharalaya;x
